steps,ingredients,name,id
"Cook lentils in the water. Meanwhile, chop the onions. Saut onions in a little oil. Add the tomatoes when the onions are translucent. Cook 5-10 min then add the lentils. Cook 5 more minutes.","lentils, coconut milk, ground cardamom, sugar, salt",sweet lentil stew east africa,375915
"Heat oil in a large heavy saucepan over medium heat. Add onions, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter, butter,","onions, butter, water, orange rind, orange juice, salt, marjoram, thyme, long-grain rice",orange herb rice,194336
"Pour the hot coffee into a heatproof 10-ounce glass. Add the ice cubes and stir until coffee is chilled. Add the ice cream and top with the whipped cream. Taste and add sugar, if desired. Serve with a long-handled spoon and a straw.","coffee, milk, cocoa powder, granulated sugar, caramel syrup",delicious iced coffee,417419
"Mix greens, egg, blue cheese, bacon bits, cheddar cheese, grape tomatoes, red onion, cooked chicken breasts, lettuce leaves. Cover and refrigerate. Right before serving, add chicken, lettuce leaves and toss to combine. Serve with crusty bread.","mixed salad greens, hard-boiled egg, blue cheese, bacon bits, cheddar cheese, grape tomatoes, red onion, cooked chicken breasts, lettuce leaves",copycat bob evan s cobb salad,90797
"Beat egg with hand beater until fluffy. Add rest of ingredients. Grease griddle and heat. Pour about 3 tbsp batter onto hot griddle and cook until edges of pancake puff and look dry around edges. Flip, and cook opposite side until golden brown.","flour, dry buttermilk, salt, baking powder, brown sugar, blueberries, oil, egg, water",nana s blueberry pancakes,217856
"In a large bowl, combine the cucumbers, tomatoes, cucumber, maple syrup, black pepper. Mix everything together. Pour dressing mixture over tomato mixture. Toss. Cover and chill 30 minutes, if desired.","roma tomatoes, oranges, cucumber, maple syrup, black pepper",orange tomato cucumber salad with orange and maple dressing,153387
Dissolve gelatin in boiling water. Stir in ice cream until melted. Add strawberries and cake broken into small pieces. Chill until set. Slice in squares. Top with whipped cream.,"angel food cake, jello gelatin, hot water, cold water",mom s jello angel cake,120953
"Drain liquid from pickles into a non reactive pan. Put in jars and refrigerate. No need to can, just keep in refrigerator. They will keep indefinetely in refrigerator.","green onion, white rice vinegar, salt, brown sugar, shallots",pickled spring onions dua hanh vnese,110319
Sprinkle the lemon wedges with lemon zest and serve.,"salmon fillets, orange juice, lime juice, honey, ground cumin, chili powder, hot pepper sauce, salt, fresh ground black pepper, lime wedge",salmon with chili honey glaze,94335
Mix all ingredients together in a small bowl. Add to the creamed mixture. Bake in a preheated 350 degree oven about 15 minutes or until lightly brown.,"granulated sugar, heavy cream, corn syrup, sweet unsalted butter, salt, maple extract, vanilla, pecans",opera creams candies,48415
Heat grill to high.,"butter, pork schnitzels, onion, sliced mushrooms, evaporated milk, flour, salt, pepper",schnitzel in mushroom sauce not breaded,105299
"Preheat oven to 350f. Place tomato slices on broiler pan. Brush slices with oil, and sprinkle with herbes, salt, pepper, cheese and parsley. Broil until warmed through, about 3 minutes. Serve immediately.","tomatoes, mayonnaise, dijon mustard, fresh flat-leaf parsley, fresh chives, salt & freshly ground black pepper, parmesan cheese",glazed broiled tomatoes,466405
"Boil rice with short-grain rice, milk, vanilla essence, crushed pineapple, sugar, cream. Add sugar, water, saffron, ghee, cinnamon sticks, cardamom pods, canned crushed pineapple, lemonpreparation:Boil rice with short-grain rice, milk, vanilla essence, crushed pineapple, sugar, cream. Add sugar, water, saffron, ghee, cinnamon sticks, cardamom pods, canned crushed pineapple, lemonpreparation:B","short-grain rice, milk, vanilla essence, crushed pineapple, sugar, cream",pineapple rice cream,370773
Preheat over to 350f grease 9-inch square baking pan. Combine all ingredients. Stir until well blended. Press mixture into pan. Bake for 30 minutes until set. Let cool before cutting into pieces.,"unsweetened baking chocolate, sweetened condensed milk, flaked coconut, walnuts",chocolate coconut bonbons,342944
Melt chocolate in microwave on med. Power. Stir occasionally. Set aside.,"semisweet chocolate morsels, orange liqueur, chocolate frosting, candy sprinkles",chocolate truffles in a flash,91542
"Melt pork chops in skillet. Add pork chops to pan. Bring to a boil and reduce until thickened. Add apple cider vinegar, ketchup, ginger, garlic powder, red pepper flakes. Return pork chops to pan","pork chops, chicken broth, brown sugar, soy sauce, apple cider vinegar, ketchup, ginger, garlic powder, red pepper flakes",bourbon chops,451038
"Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt, pepper, olive oilpreparation:Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt, pepper, olive oilpreparation:Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt, pepper, olive oilpreparation:Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt, pepper, olive oilpreparation:Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt, pepper, olive oilpreparation:Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt, pepper, olive oilpreparation:Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt, pepper, olive oilpreparation:Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt, pepper, olive oilpreparation:Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt, pepper, olive oilpreparation:Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt, pepper, olive oilpreparation:Place cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jal","cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt",east african tomato chutney,84311
Preheat oven to 450. Place potatoes in bag and shake to coat. Arrange potatoes in single layer on baking sheet. Bake 35 minutes or until golden brown.,"baking potatoes, parmesan cheese, salt, garlic powder, paprika, margarine",cheesy oven fries,108975
Cover and bake at 450 for 20 minute or until heated through.,"boneless skinless chicken breasts, light cream cheese, portabella mushroom, refrigerated reduced-fat crescent rolls, italian seasoning",super easy chicken in a blanket,193404
Put jello in a small bowl and mix with warm water. Add whipped topping and mix until smooth. Refrigerate until ready to serve.,"vanilla pudding mix, tapioca, strawberry gelatin, warm water, fresh strawberries, cool whip",strawberry jello tapioca fluff,156468
"Preheat oven to 350. Mix first 7 ingredients by hand or in blender. Pour into pie crust, bake 30 minutes until set. Remove and refrigerate overnight. Spread lemon jell-o powder on top, serve.","sugar-free lemon jell-o powder, cream cheese, splenda sugar substitute, boiling water, vanilla coffee syrup",low carb lemon cheesecake,84351
"In a large skillet, saute shrimp, lemon juice, worcestershire sauce, cajun seasoning, vegetable oil, onion, garlic, cream of chicken soup, milk, paprikapreparation:In a large skillet, saute shrimp, lemon juice, worcestershire sauce, cajun seasoning, vegetable oil, onion, garlic, cream of chicken soup, milk, paprikapreparation:In a large skillet, saute shrimp, lemon juice, worcestershire sauce, cajun seasoning, vegetable oil, onion, garlic, cream of chicken soup, milk, paprikapreparation:In a large skillet, saute shrimp, lemon juice, worcestershire sauce, cajun seasoning, vegetable oil, onion, garlic, cream of chicken soup, milk, paprikapreparation:In a large skillet, saute shrimp, lemon juice, worcestershire sauce, cajun seasoning, vegetable oil, onion, garlic, cream of chicken soup, milk, paprikapreparation:In a large skillet, saute shrimp, lemon juice, worcestershire sauce, cajun seasoning, vegetable oil, onion, garlic, cream of chicken soup, milk, paprikapreparation:In a large skillet, saute shrimp, lemon juice, worcestershire sauce, cajun seasoning, vegetable oil, onion, garlic, cream of chicken soup, milk, paprikapreparation:In a large skillet, saute shrimp, lemon juice, worcestershire sauce, cajun seasoning, vegetable oil, onion, garlic, cream of chicken soup, milk, paprikapreparation:In a large skillet, saute shrimp, lemon juice, worcestershire sauce, cajun seasoning, vegetable oil, onion, garlic, cream of chicken soup, milk, paprikapreparation:In a large","water, dry white wine, low sodium soy sauce, szechwan pepper, large shrimp, sweet and sour sauce, chinese mustard",chilled shrimp in chinese mustard sauce,40080
Cook pasta according to package directions and drain completely. Stir in parmesan cheese. Serve with parmesan cheese.,"onion, garlic cloves, lite olive oil, white wine, chicken broth, broccoli floret, cooked pasta, salt and pepper, parmesan cheese",broccoli garlic pasta for one,12713
"Heat oven to 350. Place chicken on shallow baking dish. Bake, uncovered for 45 minutes, or until juices run clear.","boneless skinless chicken breast half, jamaican jerk spice, frozen peppers and onions, orange juice, cornstarch",jerk seasoned chicken and pepper saute,156551
"Preheat oven to 400f. Stir all ingredients in small baking pan to coat almonds. Arrange in single layer. Bake until coating is crisp and almonds are toasted, stirring occasionally, about 12 minutes. Cool.","egg white, sugar, garlic salt, hot pepper sauce, ground cumin, chili powder, whole almond",spiced almonds,76561
"Preheat oven to 350f mix together the butter, brown sugar, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour, baking soda, salt, raisinspreparation:Preheat oven to 350f mix together the butter, shortening, milk, vanilla, oats, flour","light brown sugar, shortening, milk, vanilla, oats, flour, baking soda, salt, raisins",andrea s oatmeal raisin cookies,248719
"Preheat oven to 350f. Spray an 11 x 17-inch pan with pam non stick cooking spray. Combine flour, baking soda, butter, sugar, eggs, raisins, dates, semi-sweet chocolate chips, walnutspreparation:Preheat oven to 350f.","semi-sweet chocolate chips, peanut butter chips, salted peanuts, potato chips",nutchos,135834
Put all the above into a roaster. Stir occasionally cook at 250 - 300 deg. For most of the day. Serve the sausage and peppers and onions on french bread. Always well liked.,"hot sausage, water, red wine, onion, green peppers, tomato paste, hoagie rolls",hot sausage sandwiches,435821
"Place in crock pot. Cover and cook on high for one hour. Turn crock pot to high. Combine whole berry cranberry sauce, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider vinegar, ground mustard, ham, maple syrup, cider","whole berry cranberry sauce, maple syrup, cider vinegar, ground mustard, ham",cranberry glazed ham,339080
"Heat olive oil in pan over medium heat and saute garlic 1 minute. Add potatoes and turn to coat with oil. Add lemon juice, salt& pepper and mix. Serve sprinkled with parmesan cheese.","water, chicken bouillon powder, orzo pasta, butter, garlic, fresh lemon rind, fresh lemon juice, parmesan cheese, fresh ground black pepper",lemon garlic parmesan orzo,331987
Preheat oven to 350f. Mix first four ingredients and add hot water. Knead well. Let stand 10 minutes. Cut into desired size. Fry in hot grease.,"all-purpose flour, baking powder, baking soda, salt, butter, sugar, eggs, kiwi fruit",kiwi quick bread,123565
Put caramel raisin fudge in a large bowl and mix well. Pour into a greased 9x9 inch baking pan. Cool at room temperature.,"caramels, dark chocolate, sweetened condensed milk, butter cookie, raisins",caramel raisin fudge,199387
Cream butter and granulated sugar. Pour over batter. Bake at 350f for 1 hour.,"bisquick baking mix, granulated sugar, milk, cooking apples, lemon juice, brown sugar, ground cinnamon, boiling water, sweetened whipped cream",caramel apple dessert squares,99853
"Place chicken in slow cooker. Combine cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream of broccoli soup, chicken breasts, milk, frozen vegetables, cream","cream of broccoli soup, chicken breasts, milk, frozen vegetables",crock pot creamy broccoli chicken,125971
"In a medium bowl, combine mayonnaise, sour cream, and salsa. Blend well. Stir in vegetable soup mix and cilantro. Cover and chill for at least 2 hours. Serve with tortilla chips.","lean ground beef, beef broth, water, elbow macaroni, condensed cheddar cheese soup, chunky salsa",salsa mac and beef,272329
Mix everything except crabbetizers. Spread about one generous tablespoon of mixture onto muffin halves. Broil for about 5 minutes until cheese gets bubbly. Cut each muffin into 4 pieces. Serve warm.,"cream cheese, crabmeat, green onion, garlic, egg roll wraps, egg, sweet and sour sauce",crabbetizers,26145
Place all ingredients except oil in food processor. Blend until combined. While machine is running slowly pour in oil in thin steady stream. Continue to add oil until mayonnaise reaches desired thickness. Do not over beat.,"fresh rosemary, water, white vinegar, egg, fresh lemon juice, dijon mustard, extra virgin olive oil, oil",rob evan s charred rosemary mayonnaise,288314
Mix together the first four ingredients. It gets thick and gooyey. Add spinach and mix again. Pour olive oil in a skillet. I use about 2 t. Get it hot. Fry the patties until golden brown.,"veggie burgers, fresh spinach leaves, green onions, water, tomatoes, reduced-fat feta cheese with dried basil and tomato",spinach feta burgers,242535
"Preheat oven to 350f. In a large shallow dish, combine biscuit mix, pecans, paprika, salt, poultry seasoning, rubbed sage, broiler-fryer chickens, evaporated milk, butterpreparation:Preheat oven to 350f. In a large shallow dish, combine biscuit mix, pe","chicken, corn flakes, cashews, seasoning salt, milk, butter",marla s oven fried chicken with cashew crust,29617
"Heat oven to 350f place chunk chicken, cream cheese, ranch dressing, lime juice, barbecue sauce, buffalo wing sauce, mexican blend cheese, red pepper flakes, ground cumin, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder, onion powder,","chunk chicken, cream cheese, ranch dressing, lime juice, barbecue sauce, buffalo wing sauce, mexican blend cheese, red pepper flakes, ground cumin, onion powder",barbecued buffalo wing dip with a twist,312884
Mix in order given. Bake at 325f for about 15 minutes.,"butter, cream cheese, sugar, egg yolk, vanilla, orange rind, flour, salt, cinnamon",joanne s snowflake cookies,193073
"In a blender container, combine all ingredients except ice cream. Blend well. Add ice cream. Blend until smooth. Serve immediately.","orange juice, powdered milk, banana, fresh strawberries, ice cube",drink till you drop breakfast shake,30721
Preheat oven to 350 degrees f. Form into small balls and roll in some powdered sugar to coat. Set on greased baking sheets and bake for 12-15 minutes. Cool on wire racks.,"sweet unsalted butter, vanilla extract, cake flour, egg, salt, ground pecans, powdered sugar",sandy s snowballs,81532
"Place the meat on top of the meat in the crock pot. Cook on low setting for 10 to 12 hours, or on high for 5 to 6 hours.","chuck roast, carrots, potatoes, yellow onions, condensed golden mushroom soup, dry onion soup mix, water, pepper",soul pot roast,246002
"Drain pineapple, reserving juice. Mix pineapple juice and dry instant vanilla pudding together and set in the refrigerator for 30 minutes. Mix the pineapple, fruit cocktail, mandarin oranges, bananas, miniature marshmallows, instant vanilla pudding, cool whippreparation:Drain pineapple, reserving juice. Mix pineapple juice and","pineapple chunks, strawberries, blueberries, seedless grapes, instant banana pudding mix, milk, sour cream, crushed pineapple",trifle fruit salad,357554
 Bake at 375 for 8-10 minutes or until the bread is golden and cheese is melted.,"reduced-fat mayonnaise, dijon mustard, cayenne, pumpernickel cocktail bread, fontina cheese, turkey pastrami, fresh ground black pepper, sauerkraut, vegetable oil",mini reubens,331111
Put the glazed bananas in a bowl with the lemon juice and honey. Add the lemon juice and honey and stir until dissolved. Add the,"butter, liquid honey, lemon juice, bananas, liqueur",grilled glazed bananas,29479
Mix all ingredients except the milk and cream. Mix them well and then add the rice and cream. Mix,"milk, light cream, vanilla, salt, maple syrup, eggs, cooked long-grain rice",maple custard rice pudding,266851
"In a nonmetallic bowl, combine apricots, strawberry, fresh blueberries, fresh raspberry, jicama, jalapeno chiles, fresh lime juice, honey, vegetable oil, sunflower seeds. Pour over fruit. Toss to coat. Refrigerate, covered, until chilled, at least 1 hour. Sprinkle with mint before serving.","apricots, strawberry, fresh blueberries, fresh raspberry, jicama, jalapeno chiles, fresh lime juice, honey, vegetable oil, sunflower seeds",apricot berry and jicama salad with honey lime dressing,33445
"Heat the oil in a pan add onion, butter, pumpkin, chicken stock, orange juice, orange, zest of, sugar, salt & pepper and cook until soft. Add chicken stock and zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of zest of","onion, butter, pumpkin, chicken stock, orange juice, orange, zest of, sugar, salt & pepper, orange",pumpkin and orange soup,3665
Preheat oven to 350 degrees F. Spray muffin tins with nonstick spray. Bake at 350 for 20 minutes or until set.,"butter, mushrooms, ham, eggs, mayonnaise, cheese, green onion",dinner scramble,157901
Heat oil in a large skillet or wok over medium high heat. Add chicken. Cook and stir until lightly browned. Add remaining ingredients. Cook and stir about 10 minutes. Serve.,"vegetable oil, green onion, eggs, green peas, shrimp, rice, barbecued pork, light soy sauce, dark soy sauce",yang chow fried rice,1541
"In a large bowl, whisk together the warm water, cocoa powder, sugar, coffee, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice cream, vanilla ice","warm water, cocoa powder, sugar, coffee, vanilla ice cream",iced cocoa cappuccino,289900
"Melt butter and cheese over low heat. Add lemon juice, worcestershire sauce, garlic salt and pepper. Mix well. Bake at 350 degrees for 15 minutes. Serve immediately.","mayonnaise, celery, chives, tabasco sauce, salt and pepper, avocados, lemon, juice of, crab legs, fresh dill",crab stuffed avocado half shells,305436
"In a large bowl, combine cheese, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup, cream of chicken soup,","margarine, flour, salt, paprika, pepper, chicken, cream of chicken soup, milk, pillsbury refrigerated biscuits, cheese",joyce s cheese n chicken dinner,21679
"Toss sun-dried tomato, water, boiling water, potato, scallions, ground cumin, olive oil, lemon juice, salt and pepper. Mix well and serve chilled.","sun-dried tomato, water, boiling water, potato, scallions, ground cumin, olive oil, lemon juice, salt and pepper",mediterranean potato salad 2,237008
"Preheat oven to 425f. Mix sugar, flour and cinnamon,. Stir in berries, and kiwi to coat. Turn filling into pie shell. Bake at 425f for 35-45 minutes.","strawberries, sugar, cornstarch, water, red food coloring, cream cheese, fresh lemon zest, pie crusts",fresh strawberry pie,24591
"Place tuna in a medium bowl and break into large pieces with a fork. Add tuna, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, celery, cel","light chunk tuna in water, mayonnaise, celery, flour tortillas, carrots",tuna salad sushi,72233
